titles,original price,discount price,urls
CARRIER 1.5 Ton Window AC  - White,"₹57,990","₹50,900",https://www.flipkart.com/carrier-1-5-ton-window-ac-white/p/itm6f7d50d282254?pid=ACNGM2H5VZCTQKAW&lid=LSTACNGM2H5VZCTQKAWH3GOVO&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_8_0VG1FO6HR0DX_MC.ACNGM2H5VZCTQKAW&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_Window%2BACs_6_8.productCard.PMU_V2_CARRIER%2B1.5%2BTon%2BWindow%2BAC%2B%2B-%2BWhite_acnewclp-store_ACNGM2H5VZCTQKAW_neo%2Fmerchandising_5&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Window%2BACs_LIST_productCard_cc_6_NA_view-all&cid=ACNGM2H5VZCTQKAW
CARRIER 2 Ton 3 Star Split AC  - White,"₹77,324","₹50,598",https://www.flipkart.com/carrier-2-ton-3-star-split-ac-white/p/itm04d47cde7bee4?pid=ACNGEYE8ZKVFMKHK&lid=LSTACNGEYE8ZKVFMKHKV6ACAI&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_9_OVQR8V6RRH7T_MC.ACNGEYE8ZKVFMKHK&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_Fixed%2BSpeed%2BACs_1_9.productCard.PMU_V2_CARRIER%2B2%2BTon%2B3%2BStar%2BSplit%2BAC%2B%2B-%2BWhite_acnewclp-store_ACNGEYE8ZKVFMKHK_neo%2Fmerchandising_0&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Fixed%2BSpeed%2BACs_LIST_productCard_cc_1_NA_view-all&cid=ACNGEYE8ZKVFMKHK
Mitsubishi 1.6 Ton Split AC  - White,"₹76,990","₹46,990",https://www.flipkart.com/mitsubishi-1-6-ton-split-ac-white/p/itm73d4d3ec03e22?pid=ACNGHWAYUXGHPN8S&lid=LSTACNGHWAYUXGHPN8SG1G8PE&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_9_OVQR8V6RRH7T_MC.ACNGHWAYUXGHPN8S&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_Fixed%2BSpeed%2BACs_2_9.productCard.PMU_V2_Mitsubishi%2B1.6%2BTon%2BSplit%2BAC%2B%2B-%2BWhite_acnewclp-store_ACNGHWAYUXGHPN8S_neo%2Fmerchandising_1&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Fixed%2BSpeed%2BACs_LIST_productCard_cc_2_NA_view-all&cid=ACNGHWAYUXGHPN8S
O General 1.5 Ton 3 Star Split AC  - White,"₹79,990","₹45,999",https://www.flipkart.com/o-general-1-5-ton-3-star-split-ac-white/p/itmfc0a6383290c0?pid=ACNG8VYHRRABVVHH&lid=LSTACNG8VYHRRABVVHHDB2GZT&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_9_OVQR8V6RRH7T_MC.ACNG8VYHRRABVVHH&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_Fixed%2BSpeed%2BACs_3_9.productCard.PMU_V2_O%2BGeneral%2B1.5%2BTon%2B3%2BStar%2BSplit%2BAC%2B%2B-%2BWhite_acnewclp-store_ACNG8VYHRRABVVHH_neo%2Fmerchandising_2&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Fixed%2BSpeed%2BACs_LIST_productCard_cc_3_NA_view-all&cid=ACNG8VYHRRABVVHH
Haier Turbo Cool Plus 2023 Model 1 Ton 2 Star Split Extreme Tempe...,"₹62,900","₹45,689",https://www.flipkart.com/haier-turbo-cool-plus-2023-model-1-ton-2-star-split-extreme-temperature-cooling-micro-antibacterial-filter-ac-white/p/itmdf0ade997775b?pid=ACNGMDZH3ZQVY2G5&lid=LSTACNGMDZH3ZQVY2G5YJZEFX&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_9_OVQR8V6RRH7T_MC.ACNGMDZH3ZQVY2G5&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_Fixed%2BSpeed%2BACs_4_9.productCard.PMU_V2_Haier%2BTurbo%2BCool%2BPlus%2B2023%2BModel%2B1%2BTon%2B2%2BStar%2BSplit%2BExtreme%2BTemperature%2BCooling%252CMicro%2BAntibacterial%2BFilter%2BAC%2B%2B-%2BWhite_acnewclp-store_ACNGMDZH3ZQVY2G5_neo%2Fmerchandising_3&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Fixed%2BSpeed%2BACs_LIST_productCard_cc_4_NA_view-all&cid=ACNGMDZH3ZQVY2G5
Blue Star 2 Ton 3 Star Split AC  - White,"₹83,990","₹42,990",https://www.flipkart.com/blue-star-2-ton-3-split-ac-white/p/itmc6eb8334fa657?pid=ACNGZCXT2FZYJYJ7&lid=LSTACNGZCXT2FZYJYJ7B97HES&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_9_OVQR8V6RRH7T_MC.ACNGZCXT2FZYJYJ7&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_Fixed%2BSpeed%2BACs_5_9.productCard.PMU_V2_Blue%2BStar%2B2%2BTon%2B3%2BStar%2BSplit%2BAC%2B%2B-%2BWhite_acnewclp-store_ACNGZCXT2FZYJYJ7_neo%2Fmerchandising_4&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Fixed%2BSpeed%2BACs_LIST_productCard_cc_5_NA_view-all&cid=ACNGZCXT2FZYJYJ7
CARRIER 2 Ton Split AC  - White,"₹52,990","₹56,500",https://www.flipkart.com/carrier-2-ton-split-ac-white/p/itme58ae9353c964?pid=ACNGHUTQDBD94DZG&lid=LSTACNGHUTQDBD94DZG9Q5OJC&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_9_OVQR8V6RRH7T_MC.ACNGHUTQDBD94DZG&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_Fixed%2BSpeed%2BACs_6_9.productCard.PMU_V2_CARRIER%2B2%2BTon%2BSplit%2BAC%2B%2B-%2BWhite_acnewclp-store_ACNGHUTQDBD94DZG_neo%2Fmerchandising_5&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Fixed%2BSpeed%2BACs_LIST_productCard_cc_6_NA_view-all&cid=ACNGHUTQDBD94DZG
Panasonic Convertible 7-in-1 with Additional AI Mode Cooling 2023...,"₹83,990","₹55,700",https://www.flipkart.com/panasonic-convertible-7-in-1-additional-ai-mode-cooling-2023-model-desert-series-2-2-ton-4-star-split-inverter-way-swing-pm-0-1-air-purification-filter-ac-wi-fi-connect-white/p/itmad4c6695da700?pid=ACNGMG3QSAGFGGSM&lid=LSTACNGMG3QSAGFGGSMQKBDF3&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_10_CK09EN9CU4UC_MC.ACNGMG3QSAGFGGSM&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_Smart%2BACs_1_10.productCard.PMU_V2_Panasonic%2BConvertible%2B7-in-1%2Bwith%2BAdditional%2BAI%2BMode%2BCooling%2B2023%2BModel%2BDesert%2BSeries%2B2.2%2BTon%2B4%2BStar%2BSplit%2BInverter%2Bwith%2B4%2BWay%2BSwing%252C%2BPM%2B0.1%2BAir%2BPurification%2BFilter%2BAC%2Bwith%2BWi-fi%2BConnect%2B%2B-%2BWhite_acnewclp-store_ACNGMG3QSAGFGGSM_neo%2Fmerchandising_0&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Smart%2BACs_LIST_productCard_cc_1_NA_view-all&cid=ACNGMG3QSAGFGGSM
Daikin 1.5 Ton 5 Star Split Inverter with Anti Microbial Filter A...,"₹82,990","₹54,997",https://www.flipkart.com/daikin-1-5-ton-5-star-split-inverter-anti-microbial-filter-ac-wi-fi-connect-white/p/itm8e614267289b9?pid=ACNFWYTPGZKVJVUP&lid=LSTACNFWYTPGZKVJVUPYHCYKR&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_10_CK09EN9CU4UC_MC.ACNFWYTPGZKVJVUP&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_Smart%2BACs_2_10.productCard.PMU_V2_Daikin%2B1.5%2BTon%2B5%2BStar%2BSplit%2BInverter%2Bwith%2BAnti%2BMicrobial%2BFilter%2BAC%2Bwith%2BWi-fi%2BConnect%2B%2B-%2BWhite_acnewclp-store_ACNFWYTPGZKVJVUP_neo%2Fmerchandising_1&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Smart%2BACs_LIST_productCard_cc_2_NA_view-all&cid=ACNFWYTPGZKVJVUP
Lloyd 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - Whit...,"₹54,900","₹54,990",https://www.flipkart.com/lloyd-1-5-ton-3-star-split-inverter-ac-wi-fi-connect-white/p/itm8a4d7d5fc2193?pid=ACNGMU72HZ5F4JKG&lid=LSTACNGMU72HZ5F4JKGBXF5KE&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_10_CK09EN9CU4UC_MC.ACNGMU72HZ5F4JKG&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_Smart%2BACs_3_10.productCard.PMU_V2_Lloyd%2B1.5%2BTon%2B3%2BStar%2BSplit%2BInverter%2BAC%2Bwith%2BWi-fi%2BConnect%2B%2B-%2BWhite_acnewclp-store_ACNGMU72HZ5F4JKG_neo%2Fmerchandising_2&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Smart%2BACs_LIST_productCard_cc_3_NA_view-all&cid=ACNGMU72HZ5F4JKG
Hitachi Ice Clean Frost Wash Technology 2023 Model 1.8 Ton 4 Star...,"₹78,200","₹52,999",https://www.flipkart.com/hitachi-ice-clean-frost-wash-technology-2023-model-1-8-ton-4-star-split-inverter-xpandable-plus-ambience-light-r-32-ac-wi-fi-connect-white/p/itm96036e7581929?pid=ACNGMMGSYHE4THUJ&lid=LSTACNGMMGSYHE4THUJWXLUUN&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_10_CK09EN9CU4UC_MC.ACNGMMGSYHE4THUJ&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_Smart%2BACs_4_10.productCard.PMU_V2_Hitachi%2BIce%2BClean%2BFrost%2BWash%2BTechnology%2B2023%2BModel%2B1.8%2BTon%2B4%2BStar%2BSplit%2BInverter%2BXpandable%2Bplus%2BAmbience%2BLight%2BR%2B32%2BAC%2Bwith%2BWi-fi%2BConnect%2B%2B-%2BWhite_acnewclp-store_ACNGMMGSYHE4THUJ_neo%2Fmerchandising_3&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Smart%2BACs_LIST_productCard_cc_4_NA_view-all&cid=ACNGMMGSYHE4THUJ
Panasonic Convertible 7-in-1 with Additional AI Mode Hot & Cold 2...,"₹62,434","₹52,499",https://www.flipkart.com/panasonic-convertible-7-in-1-additional-ai-mode-hot-cold-2023-model-2-ton-3-star-split-inverter-way-swing-pm-0-1-air-purification-filter-ac-wi-fi-connect-white/p/itm930a91dd976b8?pid=ACNGHHH2FSAH6WMF&lid=LSTACNGHHH2FSAH6WMFDMZ7M6&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_10_CK09EN9CU4UC_MC.ACNGHHH2FSAH6WMF&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_Smart%2BACs_5_10.productCard.PMU_V2_Panasonic%2BConvertible%2B7-in-1%2Bwith%2BAdditional%2BAI%2BMode%2BHot%2B%2526%2BCold%2B2023%2BModel%2B2%2BTon%2B3%2BStar%2BSplit%2BInverter%2Bwith%2B2%2BWay%2BSwing%252C%2BPM%2B0.1%2BAir%2BPurification%2BFilter%2BAC%2Bwith%2BWi-fi%2BConnect%2B%2B-%2BWhite_acnewclp-store_ACNGHHH2FSAH6WMF_neo%2Fmerchandising_4&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Smart%2BACs_LIST_productCard_cc_5_NA_view-all&cid=ACNGHHH2FSAH6WMF
Panasonic Convertible 7-in-1 with Additional AI Mode Cooling 2023...,"₹73,500","₹71,999",https://www.flipkart.com/panasonic-convertible-7-in-1-additional-ai-mode-cooling-2023-model-2-ton-4-star-split-inverter-way-swing-pm-0-1-air-purification-filter-ac-wi-fi-connect-white/p/itm58acfcdb04af8?pid=ACNGHHH2UGWAGRTE&lid=LSTACNGHHH2UGWAGRTEAFMV18&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_10_CK09EN9CU4UC_MC.ACNGHHH2UGWAGRTE&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_Smart%2BACs_6_10.productCard.PMU_V2_Panasonic%2BConvertible%2B7-in-1%2Bwith%2BAdditional%2BAI%2BMode%2BCooling%2B2023%2BModel%2B2%2BTon%2B4%2BStar%2BSplit%2BInverter%2Bwith%2B4%2BWay%2BSwing%252C%2BPM%2B0.1%2BAir%2BPurification%2BFilter%2BAC%2Bwith%2BWi-fi%2BConnect%2B%2B-%2BWhite_acnewclp-store_ACNGHHH2UGWAGRTE_neo%2Fmerchandising_5&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Smart%2BACs_LIST_productCard_cc_6_NA_view-all&cid=ACNGHHH2UGWAGRTE
Voltas 1.5 Ton 5 Star Split Inverter adjustible AC  - White,"₹70,600","₹63,000",https://www.flipkart.com/voltas-1-5-ton-5-star-split-inverter-adjustible-ac-white/p/itm4f9b2f0be4712?pid=ACNGDGGGRXRHF43J&lid=LSTACNGDGGGRXRHF43JBJ9DG3&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_12_AMX4LWLMDEA3_MC.ACNGDGGGRXRHF43J&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_Voltas%2BACs_1_12.productCard.PMU_V2_Voltas%2B1.5%2BTon%2B5%2BStar%2BSplit%2BInverter%2Badjustible%2BAC%2B%2B-%2BWhite_acnewclp-store_ACNGDGGGRXRHF43J_neo%2Fmerchandising_0&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Voltas%2BACs_LIST_productCard_cc_1_NA_view-all&cid=ACNGDGGGRXRHF43J
Voltas 1.5 Ton 5 Star Split Inverter AC  - White,"₹74,700","₹58,999",https://www.flipkart.com/voltas-1-5-ton-5-star-split-inverter-ac-white/p/itm825a85843b95a?pid=ACNGEUBHSYEFZMVS&lid=LSTACNGEUBHSYEFZMVSMIAQY9&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_12_AMX4LWLMDEA3_MC.ACNGEUBHSYEFZMVS&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_Voltas%2BACs_2_12.productCard.PMU_V2_Voltas%2B1.5%2BTon%2B5%2BStar%2BSplit%2BInverter%2BAC%2B%2B-%2BWhite_acnewclp-store_ACNGEUBHSYEFZMVS_neo%2Fmerchandising_1&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Voltas%2BACs_LIST_productCard_cc_2_NA_view-all&cid=ACNGEUBHSYEFZMVS
Voltas 1.5 Ton 5 Star Split Inverter AC  - White,"₹87,900","₹57,999",https://www.flipkart.com/voltas-1-5-ton-5-star-split-inverter-ac-white/p/itm58bad921e1c0b?pid=ACNGDE8KYPYMRVNT&lid=LSTACNGDE8KYPYMRVNTZ9RMLS&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_12_AMX4LWLMDEA3_MC.ACNGDE8KYPYMRVNT&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_Voltas%2BACs_3_12.productCard.PMU_V2_Voltas%2B1.5%2BTon%2B5%2BStar%2BSplit%2BInverter%2BAC%2B%2B-%2BWhite_acnewclp-store_ACNGDE8KYPYMRVNT_neo%2Fmerchandising_2&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Voltas%2BACs_LIST_productCard_cc_3_NA_view-all&cid=ACNGDE8KYPYMRVNT
Voltas 1.5 Ton 4 Star Split Inverter AC  - White,"₹88,990","₹57,990",https://www.flipkart.com/voltas-1-5-ton-4-star-split-inverter-ac-white/p/itme7ea51daab843?pid=ACNGCWJFYFQK7DBA&lid=LSTACNGCWJFYFQK7DBAGKOBF9&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_12_AMX4LWLMDEA3_MC.ACNGCWJFYFQK7DBA&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_Voltas%2BACs_4_12.productCard.PMU_V2_Voltas%2B1.5%2BTon%2B4%2BStar%2BSplit%2BInverter%2BAC%2B%2B-%2BWhite_acnewclp-store_ACNGCWJFYFQK7DBA_neo%2Fmerchandising_3&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Voltas%2BACs_LIST_productCard_cc_4_NA_view-all&cid=ACNGCWJFYFQK7DBA
Voltas 1.5 Ton 3 Star Hot and Cold Split Inverter AC  - White,"₹85,990","₹54,990",https://www.flipkart.com/voltas-1-5-ton-3-star-hot-cold-split-inverter-ac-white/p/itm6fb5b072bcc37?pid=ACNFNXCFJF8EMXHC&lid=LSTACNFNXCFJF8EMXHCOGTMCW&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_12_AMX4LWLMDEA3_MC.ACNFNXCFJF8EMXHC&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_Voltas%2BACs_5_12.productCard.PMU_V2_Voltas%2B1.5%2BTon%2B3%2BStar%2BHot%2Band%2BCold%2BSplit%2BInverter%2BAC%2B%2B-%2BWhite_acnewclp-store_ACNFNXCFJF8EMXHC_neo%2Fmerchandising_4&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Voltas%2BACs_LIST_productCard_cc_5_NA_view-all&cid=ACNFNXCFJF8EMXHC
Voltas 1.5 Ton 3 Star Split Inverter AC  - White,"₹81,990","₹73,990",https://www.flipkart.com/voltas-1-5-ton-3-star-split-inverter-ac-white/p/itm8dfc9dde78c43?pid=ACNGCBREAGTHX2EF&lid=LSTACNGCBREAGTHX2EFRYJVSL&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_12_AMX4LWLMDEA3_MC.ACNGCBREAGTHX2EF&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_Voltas%2BACs_6_12.productCard.PMU_V2_Voltas%2B1.5%2BTon%2B3%2BStar%2BSplit%2BInverter%2BAC%2B%2B-%2BWhite_acnewclp-store_ACNGCBREAGTHX2EF_neo%2Fmerchandising_5&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Voltas%2BACs_LIST_productCard_cc_6_NA_view-all&cid=ACNGCBREAGTHX2EF
LG Super Convertible 5-in-1 Cooling 2023 Model 2 Ton 3 Star Hot a...,"₹80,890","₹73,990",https://www.flipkart.com/lg-super-convertible-5-in-1-cooling-2023-model-2-ton-3-star-hot-cold-split-dual-inverter-hd-filter-anti-virus-protection-ac-white/p/itm9b3c0e0855e80?pid=ACNGHAR5J8SDGSGB&lid=LSTACNGHAR5J8SDGSGBDLWWGX&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_13_76LBVEXXNXP0_MC.ACNGHAR5J8SDGSGB&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_LG%2BACs_1_13.productCard.PMU_V2_LG%2BSuper%2BConvertible%2B5-in-1%2BCooling%2B2023%2BModel%2B2%2BTon%2B3%2BStar%2BHot%2Band%2BCold%2BSplit%2BDual%2BInverter%2BHD%2BFilter%2Bwith%2BAnti-Virus%2BProtection%2BAC%2B%2B-%2BWhite_acnewclp-store_ACNGHAR5J8SDGSGB_neo%2Fmerchandising_0&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_LG%2BACs_LIST_productCard_cc_1_NA_view-all&cid=ACNGHAR5J8SDGSGB
LG 2 Ton 3 Star Split Dual Inverter Super Convertible 6-in-1 Cool...,"₹63,490","₹70,436",https://www.flipkart.com/lg-2-ton-3-star-split-dual-inverter-super-convertible-6-in-1-cooling-hd-filter-anti-virus-protection-ac-white/p/itm1bcd1a9ecfdc9?pid=ACNG9VHYPGTRUZAS&lid=LSTACNG9VHYPGTRUZASN8ZZSZ&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_13_76LBVEXXNXP0_MC.ACNG9VHYPGTRUZAS&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_LG%2BACs_2_13.productCard.PMU_V2_LG%2B2%2BTon%2B3%2BStar%2BSplit%2BDual%2BInverter%2BSuper%2BConvertible%2B6-in-1%2BCooling%2BHD%2BFilter%2Bwith%2BAnti-Virus%2BProtection%2BAC%2B%2B-%2BWhite_acnewclp-store_ACNG9VHYPGTRUZAS_neo%2Fmerchandising_1&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_LG%2BACs_LIST_productCard_cc_2_NA_view-all&cid=ACNG9VHYPGTRUZAS
LG 1.5 Ton 3 Star Split Dual Inverter AC  - White,"₹69,000","₹69,990",https://www.flipkart.com/lg-1-5-ton-3-star-split-dual-inverter-ac-white/p/itm8009e133fda9c?pid=ACNGGKVUBF8UXPZM&lid=LSTACNGGKVUBF8UXPZM1VO9UE&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_13_76LBVEXXNXP0_MC.ACNGGKVUBF8UXPZM&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_LG%2BACs_3_13.productCard.PMU_V2_LG%2B1.5%2BTon%2B3%2BStar%2BSplit%2BDual%2BInverter%2BAC%2B%2B-%2BWhite_acnewclp-store_ACNGGKVUBF8UXPZM_neo%2Fmerchandising_2&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_LG%2BACs_LIST_productCard_cc_3_NA_view-all&cid=ACNGGKVUBF8UXPZM
LG 1.5 Ton 5 Star Split Dual Inverter AC  - Multicolor,"₹72,900","₹64,990",https://www.flipkart.com/lg-1-5-ton-5-star-split-dual-inverter-ac-multicolor/p/itm842a5cf1ef6d9?pid=ACNG9VHYFXWFPGRH&lid=LSTACNG9VHYFXWFPGRHBGSCKU&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_13_76LBVEXXNXP0_MC.ACNG9VHYFXWFPGRH&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_LG%2BACs_4_13.productCard.PMU_V2_LG%2B1.5%2BTon%2B5%2BStar%2BSplit%2BDual%2BInverter%2BAC%2B%2B-%2BMulticolor_acnewclp-store_ACNG9VHYFXWFPGRH_neo%2Fmerchandising_3&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_LG%2BACs_LIST_productCard_cc_4_NA_view-all&cid=ACNG9VHYFXWFPGRH
"LG 1.5 Ton 5 Star Split Dual Inverter AC  - White, Purple","₹59,990","₹61,990",https://www.flipkart.com/lg-1-5-ton-5-star-split-dual-inverter-ac-white-purple/p/itm7a441034e8591?pid=ACNG9VHYZBZGZHGA&lid=LSTACNG9VHYZBZGZHGA1NXPD0&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_13_76LBVEXXNXP0_MC.ACNG9VHYZBZGZHGA&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_LG%2BACs_5_13.productCard.PMU_V2_LG%2B1.5%2BTon%2B5%2BStar%2BSplit%2BDual%2BInverter%2BAC%2B%2B-%2BWhite%252C%2BPurple_acnewclp-store_ACNG9VHYZBZGZHGA_neo%2Fmerchandising_4&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_LG%2BACs_LIST_productCard_cc_5_NA_view-all&cid=ACNG9VHYZBZGZHGA
LG 1.5 Ton 5 Star Split Dual Inverter AC with Wi-fi Connect  - Wh...,"₹67,200","₹63,490",https://www.flipkart.com/lg-1-5-ton-5-star-split-dual-inverter-ac-wi-fi-connect-white/p/itmce50260ced5d6?pid=ACNG9VHYZHNPJ6DT&lid=LSTACNG9VHYZHNPJ6DTM4C1XP&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_13_76LBVEXXNXP0_MC.ACNG9VHYZHNPJ6DT&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_LG%2BACs_6_13.productCard.PMU_V2_LG%2B1.5%2BTon%2B5%2BStar%2BSplit%2BDual%2BInverter%2BAC%2Bwith%2BWi-fi%2BConnect%2B%2B-%2BWhite_acnewclp-store_ACNG9VHYZHNPJ6DT_neo%2Fmerchandising_5&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_LG%2BACs_LIST_productCard_cc_6_NA_view-all&cid=ACNG9VHYZHNPJ6DT
SAMSUNG 1.5 Ton 4 Star Split Inverter AC  - White,"₹78,890","₹54,990",https://www.flipkart.com/samsung-1-5-ton-4-star-split-inverter-ac-white/p/itm7a3bb4aa50f51?pid=ACNGZVUAP7XDUZWA&lid=LSTACNGZVUAP7XDUZWAYO2Y9X&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_208f1dba-e9a4-4a49-af74-3031d1943e8f_14_4CU5VKI8BXVQ_MC.ACNGZVUAP7XDUZWA&ppt=None&ppn=None&ssid=1de1t6ml280000001692178825462&otracker=clp_pmu_v2_Samsung%2BACs_1_14.productCard.PMU_V2_SAMSUNG%2B1.5%2BTon%2B4%2BStar%2BSplit%2BInverter%2BAC%2B%2B-%2BWhite_acnewclp-store_ACNGZVUAP7XDUZWA_neo%2Fmerchandising_0&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Samsung%2BACs_LIST_productCard_cc_1_NA_view-all&cid=ACNGZVUAP7XDUZWA
